Longitude,Latitude
-80.13748,25.912615
-80.13749,25.912622
-80.1375,25.912628
-80.1375,25.912636
-80.137505,25.91265
-80.13751,25.912657
-80.13752,25.912663
-80.13752,25.91267
-80.13753,25.912676
-80.137535,25.912682
-80.137535,25.91269
-80.13754,25.912695
-80.13755,25.912703
-80.13756,25.912716
-80.137566,25.912724
-80.137566,25.91273
-80.13757,25.912737
-80.13758,25.912745
-80.13758,25.91275
-80.13759,25.912758
-80.13759,25.912764
-80.1376,25.912777
-80.1376,25.91278
-80.1376,25.912785
-80.13761,25.91279
-80.13761,25.912794
-80.13762,25.9128
-80.13763,25.91281
-80.137634,25.912815
-80.137634,25.91282
-80.13764,25.912827
-80.13765,25.912832
-80.13766,25.912838
-80.13766,25.912844
-80.137665,25.91285
-80.13768,25.912863
-80.13768,25.912868
-80.13769,25.912874
-80.137695,25.91288
-80.1377,25.912886
-80.13771,25.912893
-80.13771,25.912899
-80.13772,25.912905
-80.13773,25.912916
-80.13773,25.912924
-80.13774,25.91293
-80.13775,25.912935
-80.13776,25.912941
